sb_code,sb_name,sb_credits,sb_type,sb_program_code,sb_program_name,sb_faculty_code,sb_faculty_name,sb_created_at,sb_is_active
567,Fisiología general,4,O,21,Nutricion y dietetica,3,Medicina,2019-09-18T04:12:35Z,1
584,Evaluación del estado nutricional,3,C,21,Nutricion y dietetica,3,Medicina,2018-04-10T23:57:29Z,1
601,Epidemiología nutricional I,3,C,21,Nutricion y dietetica,3,Medicina,2021-06-03T05:58:32Z,1
619,Educación alimentaria y nutricional I,3,C,21,Nutricion y dietetica,3,Medicina,2019-05-23T19:46:02Z,1
686,Comunicación oral y escrita I,3,O,21,Nutricion y dietetica,3,Medicina,2020-04-09T15:19:15Z,1
690,Comunicación oral y escrita,3,O,21,Nutricion y dietetica,3,Medicina,2018-01-14T08:21:41Z,1
692,Comunicación científica,3,O,21,Nutricion y dietetica,3,Medicina,2020-01-30T06:43:34Z,1
714,Ciencia de alimentos II,4,C,21,Nutricion y dietetica,3,Medicina,2021-12-01T12:11:32Z,1
715,Ciencia de alimentos I,4,C,21,Nutricion y dietetica,3,Medicina,2020-11-09T12:55:02Z,1
752,Bioquímica I,4,O,21,Nutricion y dietetica,3,Medicina,2019-07-01T08:25:36Z,1
754,Bioquímica básica,3,O,21,Nutricion y dietetica,3,Medicina,2021-01-19T10:24:55Z,1
762,Biología molecular y celular,3,O,21,Nutricion y dietetica,3,Medicina,2020-07-27T02:17:19Z,1
769,Biología general,3,O,21,Nutricion y dietetica,3,Medicina,2021-12-11T05:10:45Z,1
776,Bioestadística fundamental,3,B,21,Nutricion y dietetica,3,Medicina,2020-10-21T01:09:22Z,1
778,Bases fisiológicas de la nutrición,4,C,21,Nutricion y dietetica,3,Medicina,2018-08-07T04:32:47Z,1
783,Avances en nutrición básica,5,T,21,Nutricion y dietetica,3,Medicina,2020-11-23T04:51:52Z,1
792,Antropología alimentaria,3,C,21,Nutricion y dietetica,3,Medicina,2019-10-01T12:54:45Z,1
18,Trabajo de Grado - Asignaturas de Posgrado,6,P,22,Terapia ocupacional,3,Medicina,2020-02-27T17:21:07Z,1
28,Trabajo de Grado,6,P,22,Terapia ocupacional,3,Medicina,2019-07-27T00:08:17Z,1
34,Terapia ocupacional y discapacidad,2,T,22,Terapia ocupacional,3,Medicina,2021-09-21T14:51:52Z,1
35,Terapia ocupacional y aplicaciones tecnológicas,3,C,22,Terapia ocupacional,3,Medicina,2018-08-25T22:04:46Z,1
36,Teorías aplicadas en terapia ocupacional,3,C,22,Terapia ocupacional,3,Medicina,2021-03-17T03:02:59Z,1
49,Taller trabajo de grado,2,C,22,Terapia ocupacional,3,Medicina,2019-01-23T23:38:55Z,1
63,Taller de invención y creatividad,3,T,22,Terapia ocupacional,3,Medicina,2020-03-27T20:19:07Z,1
74,Taller de cuerpo y movimiento,2,O,22,Terapia ocupacional,3,Medicina,2018-03-04T03:05:38Z,1
109,Seminario de profundización estudios en ocupación humana,2,T,22,Terapia ocupacional,3,Medicina,2018-06-24T02:00:43Z,1
110,Seminario de profundización estudios en discapacidad,2,T,22,Terapia ocupacional,3,Medicina,2020-10-17T14:55:28Z,1
111,Seminario de investigación,2,O,22,Terapia ocupacional,3,Medicina,2020-02-27T17:21:07Z,1
122,Salud y sociedad,2,O,22,Terapia ocupacional,3,Medicina,2019-07-27T00:08:17Z,1
124,Salud pública,2,O,22,Terapia ocupacional,3,Medicina,2021-09-21T14:51:52Z,1
142,Psicología del desarrollo,3,O,22,Terapia ocupacional,3,Medicina,2018-08-25T22:04:46Z,1
172,Profundización en estudios en terapia ocupacional,3,T,22,Terapia ocupacional,3,Medicina,2021-03-17T03:02:59Z,1
214,Práctica profesional avanzada en sociolaboral,3,T,22,Terapia ocupacional,3,Medicina,2019-01-23T23:38:55Z,1
215,Práctica profesional avanzada en psicosocial,3,T,22,Terapia ocupacional,3,Medicina,2020-03-27T20:19:07Z,1
246,Ocupación y desarrollo tecnólogico,2,T,22,Terapia ocupacional,3,Medicina,2019-04-28T14:37:03Z,1
248,Ocupación y bienestar,2,O,22,Terapia ocupacional,3,Medicina,2018-08-17T17:44:46Z,1
249,"Observatorio: Ocupación, sociedad y cultura",3,C,22,Terapia ocupacional,3,Medicina,2020-07-15T11:27:47Z,1
257,Neuromorfofisiología,4,B,22,Terapia ocupacional,3,Medicina,2021-04-17T10:57:15Z,1
260,Neuroanatomia estructural y funcional,2,B,22,Terapia ocupacional,3,Medicina,2018-11-25T20:15:04Z,1
264,Música y bienestar ocupacional,2,O,22,Terapia ocupacional,3,Medicina,2018-05-10T13:02:44Z,1
299,"Mi cuerpo, sus cuerpos, nuestros cuerpos",2,O,22,Terapia ocupacional,3,Medicina,2019-04-01T02:52:57Z,1
497,Fundamentos en Psiquiatría,2,O,22,Terapia ocupacional,3,Medicina,2020-06-20T01:47:58Z,1
502,Fundamentos de terapia ocupacional,4,C,22,Terapia ocupacional,3,Medicina,2021-07-15T15:09:13Z,1
506,Fundamentos de psicología,4,O,22,Terapia ocupacional,3,Medicina,2021-09-06T13:20:33Z,1
525,Fundamentos de las ciencias sociales,3,O,22,Terapia ocupacional,3,Medicina,2021-09-27T15:03:45Z,1
530,Fundamentos de investigación,3,O,22,Terapia ocupacional,3,Medicina,2019-04-27T13:22:02Z,1
551,Fundamentos de antropología,3,O,22,Terapia ocupacional,3,Medicina,2020-02-20T06:24:17Z,1
593,Estadística social fundamental,3,O,22,Terapia ocupacional,3,Medicina,2018-10-06T11:44:39Z,1
618,Educación y terapia ocupacional,2,C,22,Terapia ocupacional,3,Medicina,2019-12-04T13:34:17Z,1
641,"Diseño, gestión y evaluación de proyectos",4,O,22,Terapia ocupacional,3,Medicina,2018-09-06T11:43:59Z,1
642,"Diseño, cultura y sociedad",2,T,22,Terapia ocupacional,3,Medicina,2020-02-08T20:04:30Z,1
654,Discapacidad e inclusión social,2,T,22,Terapia ocupacional,3,Medicina,2018-06-14T02:57:32Z,1
687,Comunicación oral y escrita I,3,O,22,Terapia ocupacional,3,Medicina,2019-02-26T12:48:07Z,1
693,Comunicación científica,3,O,22,Terapia ocupacional,3,Medicina,2021-02-04T11:30:34Z,1
755,Biomecánica ocupacional,4,C,22,Terapia ocupacional,3,Medicina,2020-02-17T13:23:15Z,1
772,Bioética,2,B,22,Terapia ocupacional,3,Medicina,2018-03-04T03:05:38Z,1
777,Bioestadística fundamental,3,O,22,Terapia ocupacional,3,Medicina,2018-06-24T02:00:43Z,1
794,Anatomia osteomuscular,2,B,22,Terapia ocupacional,3,Medicina,2020-10-17T14:55:28Z,1
830,Actividad terapéutica,3,C,22,Terapia ocupacional,3,Medicina,2020-02-27T17:21:07Z,1
