sb_code,sb_name,sb_credits,sb_type,sb_program_code,sb_program_name,sb_faculty_code,sb_faculty_name,sb_is_active
1000002-B,Lecto-Escritura,4,E,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
1000001-B,Matemáticas Básicas,4,E,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2015970,Métodos numéricos,3,O,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2016753,Microcontroladores,3,C,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2017293,Modelación matemática,3,O,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2017271,Principios de dinámica,3,C,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2016640,Principios de Estática,3,C,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
1000024-B,Principios de química,3,B,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
1000013-B,Probabilidad y estadística fundamental,3,B,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2017273,Procesos de Manufactura I,3,T,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2017274,Procesos de Manufactura II,3,T,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2015734,Programación de computadores,3,B,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2016375,Programación orientada a objetos,3,C,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2017275,Proyecto aplicado de ingeniería,4,C,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2025967,Redes de computadores,3,C,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2017277,Resistencia de Materiales,3,C,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2016770,Robótica,3,C,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2016609,Seguridad industrial,3,O,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2017287,Sensores y actuadores,3,C,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2016506,Señales y sistemas I,3,C,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2016507,Señales y Sistemas II,3,C,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2017288,Servomecanismos,3,C,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
1000074-B,Suficiencia en lengua extranjera,12,E,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,0
2016509,Taller de ingeniería electrónica,2,C,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2024045,Taller de proyectos interdisciplinarios,3,C,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2022888,Técnicas de control,3,T,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2017290,Técnicas de Inteligencia Artificial,3,T,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2017278,Tecnología mecánica básica,3,C,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2017297,Trabajo de Grado,6,P,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2017298,Trabajo de Grado - Asignaturas de Posgrado,6,P,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
2015159,Variable compleja,4,B,2548,INGENIERÍA MECATRÓNICA,2055,FACULTAD DE INGENIERÍA,1
